doc_id,category,subcat,text,num_links
189,Internal_Repression,Black people,"In 1969, the FBI in collaboration with chicago police, murdered an influential black panther organizer, Fred Hampton, when he was 21 years old. An FBI informant drugged him in the evening, then agents broke into the apartment, killing another, and firing into the room where Hampton and his pregnant girlfriend slept. The FBI targeted him as being a potential """"Black Messiah"""", as Hampton was organizing poor blacks, whites, latinos, and native americans in Chicago with the Rainbow Coalition), to fight the repressive police brutality under mayor Daley. After a break-in at an FBI office in Pennsylvania, the existence of COINTELPRO, an illegal counter-intelligence program, was brought to light. One of the documents that was released after the break-in was a floor plan of Hampton's apartment. Another document outlined a deal the FBI brokered with the deputy attorney general to conceal the FBI's role in the assassination of Hampton and the existence of COINTELPRO.",4
190,Internal_Repression,Black people,"Starting in 1967, The Black Panther Party, a revolutionary black socialist group, became the target of FBI's COINTELPRO. Hoover deemed the Panther's free breakfast program(which served food for 10,000 children daily at its height), and its free medical care programs, as a dangerous threat to the US. Local police forces, aided by the FBI, were involved with multiple break-ins of panther headquarters, shoot-outs, the arrests, imprisonment, or murder of nearly every high-ranking member, and achieved its systematic destruction by 1980. A faithful account of its history is in founder Huey P. Newton's autobiography Revolutionary Suicide, and the history Black against Empire.",6
191,Internal_Repression,Black people,"In 1967, a nationwide series of riots broke out in the black ghettos of the US, involving young blacks revolting against the white-supremacist power structure. In the 1967 Detroit Riot, Lyndon Johnson brought in the Michigan National guard to put down the revolt. The result was 43 dead, 1,189 injured, over 7,200 arrests, and more than 2,000 buildings destroyed.",2
192,Internal_Repression,Black people,"From December 1963 until his death in 1968, Martin Luther King Jr. was the target of an intensive campaign by the FBI to 'neutralize' him as an effective civil rights leader. This included wiretapping his phones, blackmail letters threatening to expose his extramarital affairs, a letter encouraging him to commit suicide, as well as watching King during his assassination, leading many to believe the FBI were either complicit, or accomplices. The FBI are similarly accused of being complicit or accomplices to the nation of Islam's murder of Malcolm X.",4
193,Internal_Repression,Black people,"In such cities as Birmingham, Alabama, police ruthlessly enforced segregation, and white supremacist terrorism. In 1963, the police assisted the KKK in bombing the black leaders of the Birmingham Campaign for desegregation, leading to the Birmingham Riot of 1963, as well as the 16th st. Baptist Church Bombing, where 4 black girls were killed. The US government sent in troops to quell the revolting black populace. In the 1963 Children's Crusade), police mass arrested black children who had walked out of school protesting segregation, using fire hoses and attack dogs against them. Over 1,000 people were arrested throughout the campaign.",5
194,Internal_Repression,Black people,"In 1927, the US had Marcus Garvey, a black organizer, deported under false pretenses of mail fraud. Garvey was unique in advancing a Pan-African philosophy to inspire a global mass movement and economic empowerment focusing on Africa known as Garveyism. Promoted by the UNIA as a movement of *African Redemption*, Garveyism would eventually inspire others, ranging from the Nation of Islam to the Rastafari movement (some sects of which proclaim Garvey as a prophet.)",10
195,Internal_Repression,Black people,"In 1921, a white mob started the Tulsa race riot, attacking black residents in Tulsa, Oklahoma, in what is considered one of the worst incidents of racial violence in US History. Thousands of whites rampaged through the black community for two days, killing men and women, burning and looting stores and homes, and using private planes to drop  burning balls of turpentine on rooftops. ~300 blacks were killed, and ~10,000 blacks were left homeless. More than 800 people were admitted to hospitals and more than 6,000 black residents were arrested and detained. In 2001 it was revealed that the police and national guard assisted the whites.",4
196,Internal_Repression,Black people,"In the years between 1889 and 1903, on the average, every week, two Negroes were lynched by mobs -- hanged, burned, mutilated.",0
197,Internal_Repression,Black people,"In 1887, white paramilitaries attacked and killed between 35-300 black Knights of Labor sugar workers on strike for better conditions, in the Thibodaux Massacre.  Victims reportedly included elders, women and children. All those killed were African American.",4
198,Internal_Repression,Black people,"In the 1860s-70s, the Ku Klux Klan, aided by police, organized raids,lynchings, beatings, burnings, throughout the south. For Kentucky alone, between 1867 and 1871, the National Archives lists 116 acts of violence. A sample:",0
199,Internal_Repression,Black people,"Sam Davis hung by a mob in Harrodsburg, May 28, 1868.",0
200,Internal_Repression,Black people,"Wm. Pierce hung by a mob in Christian July 12, 1868.",0
201,Internal_Repression,Black people,"Geo. Roger hung by a mob in Bradsfordville Martin County July 11, 1868. ...",0
202,Internal_Repression,Black people,Silas Woodford age sixty badly beaten by disguised mob. . ..,0
203,Internal_Repression,Black people,"Negro killed by Ku Klux Klan in Hay county January 14, 1871.",0
204,Internal_Repression,Black people,"After the Civil war, black voting in the period after 1869 resulted in 2 black senators and 20 black congressmen. This list would dwindle rapidly after 1876, due to the reactionary policies of Johnson-era reconstruction, and the empowering of the KKK in the south. By 1901, there were no blacks in congress, and the number still hasn't returned to its 1869 levels.",1
205,Internal_Repression,Black people,"The Memphis Riots of 1866 occurred after a shooting altercation between white policemen and black soldiers recently mustered out of the Union Army. Mobs of white civilians and policemen rampaged through black neighborhoods and the houses of freedmen, attacking and killing black men, women and children. 46 blacks and 2 whites were killed, 75 blacks injured, over 100 black persons robbed, 5 black women raped, and 91 homes, 4 churches and 8 schools burned in the black community.Modern estimates place property losses at over $100,000, suffered mostly by blacks. Police and firefighters made up one third of the mob (24% and 10%, respectively, of the total group); they were joined by small business owners (28%), clerks (10%), artisans (10%), and city officials (4.5%). Many blacks fled the city permanently; by 1870, their population had fallen by one quarter compared to 1865.",5
206,Internal_Repression,Black people,"In 1865-66, the Black Codes) were laws passed by Southern states after the Civil War. These laws had the intent and the effect of restricting African Americans' freedom, and of compelling them to work in a labor economy based on low wages or debt. Black Codes were part of a larger pattern of Southern whites trying to suppress the new freedom of emancipated African American slaves, the freedmen.",6
207,Internal_Repression,Black people,"In 1865, the 13th Amendment, abolished slavery and involuntary servitude, except as punishment for a crime. This would become an important loophole, as white supremacists, land-owners, and business-owners in the south would enact legislation and find ways to imprison blacks for petty crimes, and thus be able to use free prison labor for their businesses. This continues up to the present day, in such policies as the disparity of sentencing between prescription """"white"""" drugs, and drugs typically used in poorer black communities.",4
208,Internal_Repression,Black people,"In 1859, white abolitionist John Brown attempted to begin an armed slave revolt, rallying nearby black and white abolitionists, and raided an arsenal at Harpers Ferry, Virginia. He intended to use the rifles and pikes he captured at the arsenal, in addition to those he brought along, to arm rebellious slaves with the aim of striking terror in the slaveholders in Virginia. He planned to send agents to nearby plantations, rallying the slaves. They would free more slaves, obtain food, horses and hostages, and destroy slaveholders' morale. Brown planned to follow the Appalachian Mountains south into Tennessee and even Alabama, the heart of the South, making forays into the plains on either side. Due primarily to intelligence leaks, the raid failed; 10 were killed and 6, including Brown, were captured(lead by future confederate general Robert E. Lee), then executed by hanging. Before his execution, John Brown addressed the court: ''I John Brown am now quite *certain* that the crimes of this *guilty, land: will* never be purged *away;* but with Blood. I had *as I now think: vainly* flattered myself that without *very much* bloodshed; it might be done. ...] Had I so interfered in behalf of the rich, the powerful, the intelligent, the so-called great, or in behalf of any of their friends, either father, mother, brother, sister, wife, or children, or any of that class, and suffered and sacrificed what I have in this interference, it would have been all right; and every man in this court would have deemed it an act worthy of reward rather than punishment.""""",10
209,Internal_Repression,Black people,"The Fugitive Slave act of 1850 was a law that required all escaped slaves, upon capture, to be returned to their masters and that officials and citizens of free states had to cooperate in this law.Abolitionists nicknamed it the """"Bloodhound Law"""" for the dogs that were used to track down runaway slaves.",5
210,Internal_Repression,Black people,"In 1831, Nat Turner lead a Slave Rebellion in Southampton County, Virginia. Rebel slaves killed from 55 to 65 white slave-owners, the highest number of any slave uprising in the Southern United States. There was widespread fear in the aftermath of the rebellion, and white militias organized in retaliation against the slaves. The state executed 56 slaves accused of being part of the rebellion. In the frenzy, many non-participant slaves were punished. At least 100 African Americans, and possibly up to 200, were murdered by militias and mobs in the area. Blacks suspected of participating in the rebellion were beheaded by the militia. """"Their severed heads were mounted on poles at crossroads as a grisly form of intimidation."""" Across the South, state legislatures passed new laws prohibiting education of slaves and free black people, restricting rights of assembly and other civil rights for free black people, and requiring white ministers to be present at all worship services.",5
211,Internal_Repression,Black people,"In 1822, Denmark Vesey a former slave who had purchased his freedom, began organizing his parish for a slave rebellion in Charleston, South Carolina. Vesey and his followers were said to be planning to kill slaveholders in Charleston, liberate the slaves, and sail to the black republic of Haiti for refuge, but were arrested beforehand. Vesey and five slaves were among the first group of men rapidly judged guilty by the secret proceedings of a city-appointed Court and condemned to death; they were executed by hanging on July 2, 1822. In later proceedings, some 30 additional followers were executed.",3
212,Internal_Repression,Black people,"The 1811 German Coast Uprising was a revolt of black slaves in parts of the Territory of Orleans. Between 64 and 125 enslaved men marched from sugar plantations near present-day LaPlace on the German Coast toward the city of New Orleans. During their two-day, twenty-mile march, the men burned five plantation houses (three completely), several sugarhouses, and crops. White men led by officials of the territory formed militia companies to hunt down and kill the insurgents. Over the next two weeks, white planters and officials interrogated, tried and executed an additional 44 insurgents who had been captured. Executions were by hanging or decapitation. Whites displayed the bodies as a warning to intimidate slaves. The heads of some were put on pikes and displayed at plantations. The alleged leader, Charles Deslondes, had his hands chopped off, was then shot in one thigh & then the other, until they were both broken – then shot in the Body and before he had expired was put into a bundle of straw and roasted.",11
213,Internal_Repression,Black people,"In the summer of 1800, Gabriel Prosser planned a large slave rebellion in Richmond, Virginia. Information regarding the revolt was leaked prior to its execution, and he and twenty-five followers were taken captive and hanged in punishment. In reaction, Virginia and other state legislatures passed restrictions on free blacks, as well as prohibiting the education, assembly, and hiring out of slaves, to restrict their chances to learn and to plan similar rebellions.",4
214,Internal_Repression,Black people,"In 1787, the Three-Fifths Compromise, was a compromise between southern and northern states for how slaves should be counted for representation and taxation purposes, and determining how many seats a state would have in the house of representatives. Black slaves were counted as 3/5ths of a white person.",2
215,Internal_Repression,Black people,"In the 18th and 19th centuries, US plantation owners benefitted from African Slavery, which eventually became the dominant mode of production in the south. Words cannot do justice to the inhumanity of slavery as practiced by the US, but specific examples above will attempt to highlight its brutality. The total slave population in the South eventually reached 4 million before liberation.",2
216,Internal_Repression,Latinos,"On Nov 25, 2018, US customs and border agents fired tear gas at hundreds of Central American migrants on the US border. “We ran, but when you run, the gas asphyxiates you more,” Honduran migrant Ana Zuniga, 23, told the Associated Press while cradling daughter Valery, 3, in her arms. The use of tear gas is banned in warfare, while its use for riot control is internationally accepted. Protesters and amnesty seekers would have *more* rights and protections if they simply declared war on the US government.",2
217,Internal_Repression,Latinos,"Starting in April 2018, the Trump administration began a policy of separating families who attempt to cross the border. Separated children have been housed in a number of newly constructed tent facilities, such as one in Tornillo, TX. Andrea Pitzer, the author of “One Long Night: A Global History of  Concentration Camps"""" writes,  “While writing a book on camp history, I defined concentration camps as  the mass detention of civilians without trial, usually on the basis of  race, religion, national origin, citizenship, or political party, rather than anything a given individual has done. By this definition, the new child camp established in Tornillo, Texas, is a concentration camp.” Recently it has been found that the Trump administration has been drugging children without consent. Children as young as 14 were abused at a Stanton VA ICE facility. """"Whenever they used to restrain me and put me in the chair, they would  handcuff me,"""" said a Honduran immigrant who was sent to the facility when he was 15 years old. """"Strapped me down all the way, from your feet  all the way to your chest, you couldn't really move. ... They have total control over you. They also put a bag over your head. It has little  holes; you can see through it. But you feel suffocated with the bag on.""""",6
218,Internal_Repression,Latinos,"Throughout 2018, I.C.E. started another wave of deportations, breaking up hundreds of families, and mandated the legal separation incoming parents from their children (presumably to deter future asylum-seekers). ICE arrested 114 people in Sandusky OH. Trump and Jeff Sessions have ramped up a trend of forcible deportations started by Clinton and Obama. Between 2016 and 2017, apprehensions of undocumented immigrants jumped by a third. In 2017, President Trump deported more than double the number of noncriminals than Obama had the previous year. Those deported include a 10-year-old girl with cerebral palsy in San Antonio; a grandmother described as the “backbone” of a Navy veteran’s family; a father of two in Detroit who had lived in the U.S. since he was 10 years old. A major consequence of this new policy has been an explosion of fear among immigrant communities “When everyone’s a target, no one is safe,” says Luis Zayas, dean of the Steve Hicks School of Social Work at the University of Texas at Austin. He cites instances of ICE agents arresting people who had just filed paperwork for a green card, left church or dropped off their kids at school. “The arrests feel arbitrary, and that’s different,” he says. “The fear is worse now than I’ve ever seen it.” <sup>1, 2,3",7
219,Internal_Repression,Latinos,"In July 2017, police shot Ismael Lopez, a Mississippi car mechanic, in the back of the head at his own home, killing him. While the police say that he was holding a weapon, his guns were nowhere near his dead body, and police also killed his dog, and bullet holes were found from police shooting through the front door. No officer has been charged.",2
220,Internal_Repression,Latinos,"The United States Department of Homeland Security rescinded DACA, or Deferred Action on Childhood Arrivals, a program which protects ~ 800,000 minors from being deported, on June 16, 2017, while continuing to review the existence of the DACA program as a whole. The DACA policy was rescinded by the Trump administration on September 5, 2017, but full implementation of the rescission was delayed six months to give Congress time to decide how to deal with the population that was previously eligible under the policy.",4
221,Internal_Repression,Latinos,"Beginning in May 2017, ICE began another wave of deportation targeting Mexicans. Hugo Mejia and a coworker, Rodrigo Nuñez, were imprisoned by ICE officials, despite living in the US for 17 years, and having clean records.",1
222,Internal_Repression,Latinos,"Beginning in 1994, sheriff Joe Arpaio opened up a """"tent city"""", outside of phoenix, a facility which he called, his own """"personal concentration camp"""", used to house prisoners, in terrible conditions. In 2011, inmates complained that fans near their beds were not working, and that their shoes were melting from the heat. During the summer of 2003, when outside temperatures exceeded 110 °F (43 °C), Arpaio said to complaining inmates, """"It's 120 degrees in Iraq and the soldiers are living in tents and they didn't commit any crimes, so shut your mouths!"""". Arpaio reinstuted chain gangs(for female prisoners as well), forcing people to work 7 hours a day, 7 days a week. Arpaio also entrapped 18-year-old James Saville into an assassination attempt against himself. Saville's attorneys eventually discovered that MCSO detectives had bought the bomb parts themselves, then convinced Saville to build it even though he was not predisposed to commit such a crime. On July 9, 2003, a Maricopa County Superior Court jury acquitted Saville, finding that the bomb plot was an elaborate publicity stunt to boost Arpaio's reelection bid. On April 4th, 2017, newly elected Phoenix sheriff Paul Penzone finally closed it down due to public pressure, after 23 years of operation. Trump pardoned sherriff Arpaio in August 2017, after holding a rally in Phoenix AZ in which police tear-gassed protesters.",4
223,Internal_Repression,Latinos,"On March 25th-27th, 2017, ICE agents arrested 84 immigrants in Oregon and Washington. Many arrested had no criminal background. Oregon Governor Katie Brown complied with ICE, but received vitriolic responses when she tweeted in support of immigrant families.",4
224,Internal_Repression,Latinos,"On March 27th, 2017, ICE agents in Chicago broke into the home of Felix Torres, and shot him while he and his family slept in their home. After speaking with Torres’ daughter, the People’s Response Team added that “no members of the family are undocumented, and the family has lived in the home for at least 30 years.”Carmen Torres said, “They didn’t say anything. They just came in and pointed pistols in our faces and dragged us out,” DNA Info reported. “It’s a lie when they say he was holding a gun. He doesn’t even own a gun,” she said. “They shot my dad. They shot him, and I don’t know why.” He is in critical condition.",4
225,Internal_Repression,Latinos,"In early 2017, ICE began a campaign of arrests and deportation of undocumented immigrants. 700 People have been arrested so far.",2
226,Internal_Repression,Latinos,"In the present day, ICE(U.S._Immigration_and_Customs_Enforcement), the police tasked with immigration enforcement, operates over 200 prison camps, housing over 31,000 undocumented people deemed """"aliens"""", 20,000 of which have no criminal convictions, in the US system of immigration detention. The camps include forced labor(often with contracts from private companies), poor conditions, lack of rights(since the undocumented aren't considered citizens), and forced deportations, often splitting up families. Detainees are often held for a year without trial, with antiquated court procedures pushing back court dates for months, encouraging many to accept immediate deportation in the hopes of being able to return faster than the court can reach a decision, but forfeiting legal status, in a cruel system of coercion. After the creation of DHS and ICE, the budget for immigration enforcement doubled from $6.2 billion in 2002 to $12.5 billion in 2006 under Obama.",8
227,Internal_Repression,Latinos,"In 1996, in response to increased immigration from countries such as El Salvador and Guatemala ravaged by US imperialism and authoritarian dictatorships, the US passed the Anti-Terrorism and effective Death Penalty Act, allowing deportation of any immigrant ever convicted of a crime, no matter how long ago or how serious. Lawful permanent residents who had married Americans and now had children were not exempt. The *New York Times* reported in July that """"hundreds of long-term legal residents have been arrested since the law passed.""""",2
228,Internal_Repression,Latinos,"By 1984, during the Reagan-era of social services and welfare cutbacks, 42% of all Latino children and one-fourth of the families lived below the poverty line.",0
229,Internal_Repression,Latinos,"In 1983, a mostly latino workforce lead the 3-year long Arizona Copper Mine Strike of 1983, in which the police, national guard, and Arizona governor assisted in one of the largest strikebreaking incidents of the 1980s, ending with the Phelps Dodge Corporation replacing most of the workers and decertifying the unions. Miners were subject to undercover surveillance by the Arizona Criminal Intelligence Systems Agency, to identify strikers engaged in violence, with the governor sending 325 National Guard soldiers to Morenci, and increasing the number of state policemen there to 425. Meanwhile, the local government passed injunctions limiting both picketing and demonstrations at the mine. The Arizona copper mine strike would later become a symbol of defeat for American unions.",5
230,Internal_Repression,Latinos,"In 1954, the US implemented Operation Wetback, a US law enforcement initiative under Eisenhower to curb Mexican immigration, in which over 1 Million Mexicans were arrested. After implementation, Operation Wetback gave rise to arrests and deportations by the U.S. Border Patrol that were civil rights violations, which resulted in several hundred United States citizens being illegally deported without being given a chance to prove their citizenship. A total of 750 immigration and border patrol officers and investigators; 300 jeeps, cars and buses; and seven airplanes were allocated for the operation. Teams were focused on quick processing, as planes were able to coordinate with ground efforts and quickly deport people into Mexico. While the operation included the cities of Los Angeles, San Francisco, and Chicago, its main targets were border areas in Texas and California. Overall, there were 1,078,168 apprehensions made in the first year of  Operation Wetback, with 170,000 being rounded up from May to July 1954. In addition, many illegal immigrants fled to Mexico fearing arrest; over half a million from Texas alone.",11
231,Internal_Repression,Latinos,"In 1951, the Los Angeles Police Department severely beat up 5 latino and 2 white men, in an event called Bloody Christmas), leaving them with broken bones and ruptured organs, and covered it up. After pressure from the Mexican-American community, the LAPD opened up an internal inquiry, resulting in eight police officers being indicted for the assaults, 54 being transferred, and 39 suspended.",3
232,Internal_Repression,Asians,"Between 1956-65, the Chinese Confession Program sought confessions of illegal entry from US citizens and residents of Chinese origin, with the (misleading) offer of legalization of status in exchange. The program resulted in 13,895 confessions, with about 10,000 in the San Francisco region (where the bulk of the illegally entering Chinese population was concentrated. This was far less than the number of people suspected of having entered illegally, and the less than complete usage of the program was attributed to lack of trust in the United States immigration enforcement agencies among the Chinese population, the lack of clear benefits from confessing, and the risk of deportation faced by the confessor as well as his or her (blood and paper) family. Since confessions by neighbors could implicate a person and cause him or her to be deported, the program created fear and distrust in many Chinese-American communities. Anybody who had illegally entered and came in contact with the FBI before he or she had confessed was subject to immediate deportation. The confessions had a significant impact on the Chinese-American community: as a result of the confessions, 22,083 people were exposed and 11,294 paper son slots were closed. For comparison, the 1950 Census listed 117,629 Chinese in America (excluding Hawaii).",12
233,Internal_Repression,Asians,"From 1942-46, FDR imprisoned ~120,000 Japanese Americans in concentration camps after the attack on pearl harbor. The conditions of the camps were notoriously horrible, and most were forced to make """"loyalty oaths"""", or risk deportation and separation from their families. It was later admitted that government actions were based on """"race prejudice, war hysteria, and a failure of political leadership"""". Most lost their homes and jobs, as whites took over vacated homes.",2
234,Internal_Repression,Asians,"The repression faced by Chinese Americans in the 19th and 20th century are found in the articles, History of Chinese Americans, and Anti-Chinese Sentiment in the US.",2
235,Internal_Repression,Asians,"The Immigration Act of 1917 imposed literacy tests on immigrants, and created new categories of inadmissible persons and barred immigration from the Asia-Pacific Zone.",2
236,Internal_Repression,Asians,"The Scott Act) of 1888 was a law that prohibited Chinese laborers abroad or who planned future travels from returning. It left an estimated 20,000-30,000 Chinese outside the United States at the time stranded.",2
237,Internal_Repression,Asians,"In 1882, the US passed the Chinese Exclusion Act, illegalizing Chinese immigration, in a long chain of anti-chinese legislation. It was repealed in 1943.",2
238,Internal_Repression,Asians,"The San Francisco Riot of 1877 was a two-day pogrom waged against Chinese immigrants in San Francisco, California by the city's majority white population from the evening of July 23 through the night of July 24, 1877. The ethnic violence which swept Chinatown resulted in four deaths and the destruction of more than $100,000 worth of property belonging to the city's Chinese immigrant population.",9
239,Internal_Repression,Asians,"The Page Act of 1875 prohibited entry of immigrants considered undesirable, classifying that as any individual from Asia who was coming to America to be a forced laborer, any Asian woman who would engage in prostitution, and all people considered to be convicts in their own country. It was introduced to """"end the danger of cheap Chinese labor and immoral Chinese women"""". The Page Act was supposed to strengthen the ban against “coolie” laborers, by imposing a fine of up to $2,000 and maximum jail sentence of one year upon anyone who tried to bring a person from China, Japan,or any Asian country to the United States “without their free and voluntary consent, for the purpose of holding them to a term of service”. However, these provisions, as well as those regarding convicts “had little effect at the time”. On the other hand, the ban on female Asian immigrants was heavily enforced and proved to be a barrier for all Asian women trying to immigrate, especially Chinese.",12
240,Internal_Repression,Asians,"The Chinese Massacre of 1871 was a racially motivated riot which occurred on October 24, 1871 in Los Angeles, California, when a mob of around 500 white men entered Chinatown to attack, rob, and murder Chinese residents of the city. An estimated 17 to 20 Chinese immigrants were systematically tortured and then hanged by the mob, making the event the largest mass lynching in American history.",14
241,Internal_Repression,Asians,"The Pigtail Ordinance was a racist law passed in 1873 intended to force prisoners in San Francisco, California to have their hair cut within an inch of the scalp. It affected Han Chinese prisoners in particular, as it meant they would have their queue, a waist-long, braided pigtail, cut off.",7
242,Internal_Repression,Asians,The Anti-Coolie Act of 1862 was passed by the California legislature in an attempt to appease rising anger among white laborers about salary competition created by the influx of Chinese immigrants at the height of the California gold rush.The act sought to protect white laborers by imposing a monthly tax on Chinese immigrants seeking to do business in the state of California.,5
243,Internal_Repression,LGBTQ People,"In 1969, LGBT activists began the Stonewall riots in response to a police raid in Greenwich Village, which highlighted a pattern of discrimination against gay people in the legal system. The Stonewall Inn It catered to an assortment of patrons and was known to be popular among the poorest and most marginalized people in the gay community: drag queens, transgender people, effeminate young men, butch lesbians, male prostitutes, and homeless youth. Police raids on gay bars were routine in the 1960s. The riot began an extended confrontation with the New York City police, and within weeks, Village residents quickly organized into activist groups to concentrate efforts on establishing places for gays and lesbians to be open about their sexual orientation without fear of being arrested.",8
244,Internal_Repression,LGBTQ People,"In the 2nd Red and Lavendar Scare of 1947-56, Joseph McCarthy framed homosexuality as a dangerous, contagious social disease that posed a potential threat to state security. Hundreds of suspected homosexuals were imprisoned or fired.",3
245,Internal_Repression,Women,"In the period following WWII, the US capitalist-controlled media, advertising, and consumer products industries propagandized and glorified the ideal of the housewife-consumer, in order to sell products, make labor space for returning soldiers, take advantage of women's unpaid labor in the home, and to help build a new workforce and potential army to combat the soviet union. This sparked an era of regression with respect to the feminist victories of the previous 50 years, and caused psychological damage and demoralization to an uncountable number of women. Women who remained in the labor force were primarily only allowed in subordinate positions such as secretaries, cleaning women, elementary school teachers, saleswomen, waitresses, and nurses. This is chronicled in the Feminine Mystique.",1
246,Internal_Repression,Women,"From the 1880s onward, many US states(27 + puerto rico in 1956) operated a system of forced sterilization of women, rooted in white supremacy. The principle targets were the mentally ill, native americans, and blacks. For example, in Sunflower County Mississippi, 60% of black women living there were sterilized without their permission. An estimated 3,406 Indian women were sterilized. California eugenicists in 1933 began sending their literature overseas to german scientists and medical workers, sparking the beginnings of Nazi Eugenics. In the end, over 65,000 individuals were sterilized in 33 states, in all likelihood without the perspectives of ethnic minorities. 148 female prisoners in two California institutions were sterilized between 2006 and 2010 in a supposedly voluntary program, but it was determined that the prisoners did not give consent to the procedures. In Madrigal vs. Quilligan, many unsuspecting women were coerced to sign paperwork to perform sterilization, while others were told that the process could be reversed. None of the women were fluent in English. 10 latina women were sterilized, and the doctor was found innocent.",7
247,Internal_Repression,Women,"In the 1830s, The Lowell Mill Girls were female workers who came to work in industrial factories in Lowell, Massachusetts, during the Industrial Revolution, and who despite living in cramped boarding houses and working from 5am-7pm every day, developed a culture of defiance against the factory owners, and created reform associations, and began strikes in 1834 and 1836.",4
248,Internal_Repression,Women,"US elites in the 18th and 19th centuries pushed a narrative of *domestic purity*, or the *cult of true womanhood*, for women as a way of pacifying her with a doctrine of """"separate but equal""""-giving her work equally as important as the man's, but separate and different. Inside that """"equality"""" there was the fact that the woman did not choose her mate, and once her marriage took place, her life was determined. One girl wrote in 1791: """"The die is about to be cast which will probably determine the future happiness or misery of my life.... I have always anticipated the event with a degree of solemnity almost equal to that which will terminate my present existence."""" Marriage enchained, and children doubled the chains. One woman, writing in 1813: """"The idea of soon giving birth to my third child and the consequent duties I shall he called to discharge distresses me so I feel as if I should sink.""""",0
249,Internal_Repression,Workers and the Poor,"An analysis of 2016 data showed that 8 men control as much wealth as half of the world's population. Those 8 men are Bill Gates, Warren Buffett, Carlos Slim, Jeff Bezos, Mark Zuckerberg, Amancio Ortega, Larry Ellison and Michael Bloomberg, and are collectively worth $426 billion.",2
250,Internal_Repression,Workers and the Poor,"US authorities have a long history of murdering striking workers fighting for better conditions, dating back to the 1800s, up to the present day. According to a study in 1969, the United States has had the bloodiest and most violent labor history of any industrial nation in the world, and there have been few industries which have been immune. A long list of these deaths and disputes can be found here, and this article on the Labor History of the US.",4
251,Internal_Repression,Workers and the Poor,"US conservatives and authorities have systematically dismantled labor unions over the past few decades, and by 2011 fewer than 7% of employees in the private sector belong to unions. The number of major work stoppages fell by 97% from 381 in 1970 to 187 in 1980 to only 11 in 2010. The accumulating weaknesses were exposed when President Ronald Reagan—a former union president—broke the Professional Air Traffic Controllers Organization (PATCO) strike in 1981, dealing a major blow to unions. Union membership among workers in private industry shrank dramatically, though after 1970 there was growth in employees unions of federal, state and local governments. The intellectual mood in the 1970s and 1980s favored deregulation and free competition. Numerous industries were deregulated, including airlines, trucking, railroads and telephones, over the objections of the unions involved. Republicans, using conservative think tanks as idea farms, began to push through legislative blueprints to curb the power of public employee unions as well as eliminate business regulations. Union weakness in the Southern United States undermined unionization and social reform throughout the nation, and such weakness is largely responsible for the anaemic U.S. welfare state.",15
252,Internal_Repression,Workers and the Poor,"In addition to artificial housing crises, the US has high numbers of homeless, despite the fact that there are, ~6 houses for every homeless person. Instead of human planning and intelligent distribution of resources, the US ruling class upholds the market as the """"the most efficient way of allocating resources"""".",1
253,Internal_Repression,Workers and the Poor,"Although the US economy produces more than enough food to feed those in poverty, UNICEF, RESULTS, and Bread for the World estimate that 15 million people die each year from preventable poverty, of whom 11 million are children under the age of five. In addition, The US has a comparatively terrible social support system to fight poverty and prevent deaths: """"approximately 245,000 deaths in the United States in the year 2000 were attributable to low levels of education, 176,000 to racial segregation, 162,000 to low social support, 133,000 to individual-level poverty, 119,000 to income inequality, and 39,000 to area-level poverty"""" (sources). That is 2 million people every 10 years in the US alone.",5
254,Internal_Repression,Workers and the Poor,"In the modern day, 20,000 to 40,000 people die every year because of lack of universal health care or health insurance. On average, that's 300,000 over the last decade.",2
255,Internal_Repression,Workers and the Poor,"In January 2018 in Camden New Jersey, a 33 year old police Detective Rafael Martinez Jr raped and impregnated a 15-year old girl..  He negotiated a plea deal in which he only serves 5 months of probation, with no prison time.",2
256,Internal_Repression,Workers and the Poor,"On December 28th, 2017, Police in Wichita Kansas murdered an innocent man, 28-year-old Andrew Finch who was the recipient of """"swatting"""" (where someone falsely reports an emergency to draw police to an address). The bodycam footage shows that the killing was entirely unjustified. The """"swatter"""", Tyler Rai Bariss, has a long history of such pranks,",5
257,Internal_Repression,Workers and the Poor,"On December 24th, 2017, Police officers shot and killed an unarmed suspected car thief, Amanda lee jones, and a 6 year old boy, Kameron Prescott, in Bexar County Texas. Kameron Prescott is the youngest and 957th person killed by US police in 2017. Bexar County Sheriff Salazar is quoted as saying, “Right now, what I’m dealing with is a tragic accident that led to the death of this young man.” Young man was used instead of 6 year old boy.",3
258,Internal_Repression,Workers and the Poor,"On August 15th, 2017, Police arrested 7 anti-racist activists for toppling a confederate statue in Durham, North Carolina. From New York to California, demonstrations have been organized since the death of Heather Heyer, who was protesting a white nationalist rally in Charlottesville. Many demonstrators connected with each other through public Facebook events.",3
259,Internal_Repression,Workers and the Poor,"On July 19th, 2017, Police arrested 155 demonstrators on capitol hill, for protesting a republican-lead health care dismantling initiative by Mitch McConnell, by occupying republican offices. Authorities said demonstrators were warned “to cease and desist with their unlawful demonstration activities” before police made arrests. Police arrested 80 people for the same charge on July 10th.",2
